time,rho,mean,sd,min,max
459,7,2.21,1.79,-0.94,4.93
460,7,2.22,1.75,-1.23,4.41
461,7,2.39,1.49,-0.91,4.54
462,7,2.01,1.21,-0.44,3.88
463,7,2.27,1.17,-0.48,4.14
464,7,1.86,1.21,-0.57,3.99
465,7,2.47,0.82,0.40,4.09
466,7,1.54,0.78,-0.25,3.03
467,7,1.72,0.98,-0.56,3.52
468,7,1.94,1.26,-0.86,3.91
469,7,2.01,1.15,-0.76,3.72
470,7,1.94,1.11,-0.93,3.65
471,7,1.60,1.50,-1.07,3.71
472,7,1.33,1.56,-1.05,3.68
473,7,2.21,1.45,-0.75,4.02
474,7,2.14,1.62,-0.96,4.14
475,7,1.91,1.74,-1.05,4.52
476,7,1.19,1.12,-0.33,3.41
477,7,1.18,1.02,-0.05,3.47
478,7,1.10,1.26,-0.77,3.80
479,7,1.11,1.24,-0.71,3.80
480,7,1.20,1.22,-0.80,3.93
481,7,1.84,1.39,-0.78,4.55
482,7,1.74,1.25,-0.73,4.44
483,7,1.71,1.14,-0.44,4.43
484,7,1.14,0.96,-0.63,3.78
485,7,1.38,0.92,-0.29,3.71
486,7,2.19,1.05,-0.46,4.34
487,7,1.93,0.93,-0.51,3.74
488,7,1.39,0.85,-0.49,3.13
489,7,2.27,0.82,0.10,3.97
490,7,2.56,1.03,0.13,4.14
491,7,2.06,0.79,0.46,3.55
492,7,1.43,0.69,0.01,3.13
493,7,2.07,0.83,0.32,3.67
494,7,1.92,0.91,0.05,3.69
495,7,0.88,0.55,-0.30,2.46
496,7,1.04,0.51,-0.13,2.42
497,7,1.09,0.63,-0.53,2.56
498,7,0.97,0.70,-0.59,2.59
499,7,1.27,1.09,-0.54,3.80
500,7,1.56,1.34,-0.46,3.98
0,8,0.51,1.03,-0.63,3.09
1,8,0.57,1.20,-0.58,3.65
2,8,0.66,1.37,-0.61,3.83
3,8,0.45,1.22,-0.68,3.85
4,8,0.26,0.96,-0.71,3.31
5,8,-0.14,0.74,-1.04,2.84
6,8,0.04,0.94,-0.97,3.30
7,8,0.18,0.93,-0.93,2.79
8,8,0.10,0.95,-1.02,2.67
9,8,0.14,0.94,-1.05,2.67
10,8,0.24,0.87,-0.93,2.38
11,8,0.40,0.76,-0.58,1.96
12,8,0.03,0.73,-0.98,1.59
13,8,-0.06,0.49,-0.82,1.06
14,8,-0.23,0.41,-0.97,0.78
15,8,0.01,0.62,-0.86,1.68
16,8,0.05,0.59,-0.82,1.33
17,8,0.01,0.42,-0.73,0.71
18,8,0.17,0.33,-0.53,1.18
19,8,0.81,0.51,-0.17,1.93
20,8,0.69,0.56,-0.46,1.81
21,8,0.62,0.58,-0.38,1.99
22,8,0.39,0.49,-0.28,2.14
23,8,0.42,0.49,-0.19,1.82
24,8,0.63,0.43,-0.23,1.88
25,8,1.11,0.53,-0.10,2.37
26,8,0.68,0.60,-0.34,2.26
27,8,0.73,0.71,-0.60,2.51
28,8,0.77,0.73,-0.48,2.96
29,8,0.96,0.67,-0.15,2.82
30,8,1.04,0.53,0.08,2.12
31,8,0.96,0.66,-0.18,2.59
32,8,1.39,0.94,-0.09,3.40
33,8,1.31,1.15,-0.26,3.71
34,8,0.50,0.88,-0.58,3.06
35,8,0.03,0.63,-0.77,2.29
36,8,0.51,0.88,-0.74,2.95
37,8,0.24,0.74,-0.78,2.60
38,8,-0.15,0.41,-0.96,1.02
39,8,0.13,0.59,-0.79,2.16
40,8,0.43,0.74,-0.71,2.56
41,8,0.61,0.92,-0.73,3.07
42,8,0.60,0.98,-0.69,3.25
43,8,0.80,1.14,-0.64,3.56
44,8,1.00,1.18,-0.62,3.37
45,8,1.09,1.18,-0.43,3.31
46,8,1.48,1.06,-0.37,3.29
47,8,1.56,0.98,-0.36,3.14
48,8,1.56,0.93,-0.32,3.25
49,8,1.70,0.86,-0.10,3.12
50,8,1.92,0.77,0.22,3.12
51,8,1.89,0.83,-0.31,3.13
52,8,2.01,0.90,-0.20,3.12
53,8,1.99,0.92,-0.31,3.08
54,8,1.76,1.01,-0.58,2.99
55,8,1.73,0.90,-0.49,2.97
56,8,2.18,0.60,0.39,2.96
57,8,2.17,0.56,0.59,2.92
58,8,1.87,0.60,0.30,2.88
59,8,1.86,0.64,0.15,2.85
60,8,1.54,0.65,0.07,2.67
61,8,1.65,0.74,0.30,2.82
62,8,1.50,0.84,-0.10,2.62
63,8,1.36,0.84,-0.36,2.58
64,8,1.42,0.88,-0.32,2.72
65,8,1.53,0.81,-0.11,2.77
66,8,1.15,0.93,-0.56,2.61
67,8,1.07,0.92,-0.60,2.59
68,8,0.72,0.87,-0.55,2.50
69,8,0.80,0.63,-0.51,2.15
70,8,0.57,0.59,-0.70,1.85
71,8,0.63,0.56,-0.59,2.19
72,8,0.26,0.75,-0.98,1.98
73,8,0.14,0.90,-1.10,2.28
74,8,0.51,0.98,-0.74,2.39
75,8,0.33,0.69,-0.81,2.07
76,8,0.42,0.88,-0.82,2.45
77,8,0.52,0.92,-0.81,2.28
78,8,0.75,0.94,-0.88,2.30
79,8,0.93,1.00,-0.83,2.44
80,8,0.73,0.95,-0.95,2.21
81,8,0.75,0.88,-0.83,1.88
82,8,1.12,1.00,-0.75,2.40
83,8,0.84,0.97,-0.79,2.18
84,8,1.01,0.84,-0.68,2.30
85,8,1.11,1.07,-0.93,2.78
86,8,0.95,1.02,-0.99,2.51
87,8,0.97,1.04,-0.89,2.63
88,8,1.16,1.04,-0.95,3.11
89,8,0.81,1.09,-1.12,2.99
90,8,0.53,0.84,-1.04,2.29
91,8,0.29,0.66,-1.06,1.97
92,8,0.22,0.61,-0.97,1.80
93,8,0.25,0.62,-1.02,1.32
94,8,1.19,0.95,0.12,3.25
95,8,1.46,1.00,0.19,3.74
96,8,1.63,0.94,0.14,3.51
97,8,2.08,1.44,0.13,4.16
98,8,2.19,1.56,-0.02,4.28
99,8,2.00,1.51,-0.05,4.17
100,8,1.93,1.67,-0.18,4.12
101,8,2.25,1.54,-0.22,4.21
102,8,2.31,1.40,-0.26,4.02
103,8,1.51,1.27,-0.55,3.18
104,8,1.82,1.38,-0.45,3.70
105,8,1.69,1.33,-0.34,3.47
106,8,1.68,1.37,-0.25,3.58
107,8,1.75,1.49,-0.25,3.65
108,8,1.24,1.56,-0.38,3.86
109,8,0.86,1.40,-0.69,3.62
110,8,0.80,1.23,-0.54,3.25
111,8,1.08,1.25,-0.59,3.63
112,8,1.14,1.69,-0.67,4.25
113,8,1.18,1.54,-0.65,4.08
114,8,1.52,1.46,-0.64,4.06
115,8,1.72,1.41,0.05,4.25
116,8,2.07,1.34,-0.49,4.21
117,8,1.67,1.43,-0.03,4.02
118,8,1.90,1.49,-0.26,4.22
119,8,1.72,1.68,-0.36,4.20
120,8,1.40,1.28,-0.13,3.66
121,8,1.68,1.42,-0.35,3.80
122,8,1.08,1.31,-0.50,3.30
123,8,0.26,0.99,-0.87,2.36
124,8,0.14,0.84,-0.96,1.62
125,8,0.00,0.37,-0.62,0.77
126,8,-0.08,0.57,-1.02,1.30
127,8,0.02,0.51,-0.81,1.15
128,8,0.16,0.82,-0.84,1.85
129,8,0.96,1.57,-0.81,3.56
130,8,0.71,1.28,-1.06,3.07
131,8,0.92,1.31,-1.05,3.24
132,8,0.83,1.30,-1.00,2.78
133,8,0.23,1.02,-1.31,1.91
134,8,0.64,1.01,-0.94,2.87
135,8,0.73,1.09,-0.91,2.67
136,8,0.39,0.87,-0.99,2.14
137,8,0.60,0.99,-0.80,3.00
138,8,0.45,0.89,-0.78,2.56
139,8,0.17,0.67,-0.79,2.38
140,8,0.18,0.81,-0.91,2.96
141,8,0.12,0.87,-0.89,2.59
142,8,0.28,1.07,-1.07,2.59
143,8,0.56,1.31,-1.02,3.41
144,8,0.66,1.44,-0.99,3.48
145,8,0.73,1.53,-1.37,3.61
146,8,0.99,1.36,-0.49,3.57
147,8,1.15,1.49,-0.63,3.58
148,8,1.14,1.56,-0.49,3.71
149,8,0.62,1.15,-0.67,2.64
150,8,0.63,1.08,-0.74,2.43
151,8,0.28,1.03,-1.27,2.19
152,8,0.39,0.70,-0.66,1.85
153,8,0.70,1.07,-0.67,2.71
154,8,0.49,1.13,-0.81,2.57
155,8,0.72,1.03,-0.71,2.75
156,8,0.51,0.97,-0.70,2.57
157,8,0.80,1.28,-0.51,3.48
158,8,1.36,1.48,-0.51,3.84
159,8,1.11,1.45,-0.58,3.59
160,8,0.59,1.33,-0.78,3.48
161,8,0.30,1.00,-0.74,2.68
162,8,1.00,1.53,-0.62,3.68
163,8,0.55,1.31,-0.76,3.24
164,8,0.37,0.96,-0.89,2.92
165,8,0.52,0.90,-0.86,2.45
166,8,0.34,0.91,-1.13,2.44
167,8,1.25,1.42,-0.82,3.45
168,8,0.95,1.36,-0.98,3.42
169,8,0.90,1.40,-1.11,3.25
170,8,0.87,1.34,-0.83,3.23
171,8,1.42,1.46,-0.84,3.32
172,8,1.53,1.49,-0.62,3.47
173,8,0.58,1.12,-0.87,3.17
174,8,0.69,1.11,-0.72,3.25
175,8,0.67,0.78,-0.50,2.48
176,8,0.71,0.63,-0.28,2.07
177,8,1.41,1.23,0.00,3.59
178,8,1.56,1.46,-0.03,4.06
179,8,1.39,1.51,-0.18,3.74
180,8,0.91,1.16,-0.38,3.24
181,8,0.59,1.08,-0.80,2.73
182,8,0.51,1.33,-1.53,3.12
183,8,0.31,1.36,-1.50,3.17
184,8,0.49,1.20,-1.14,3.16
185,8,0.41,0.86,-0.90,2.33
186,8,0.96,1.38,-0.75,3.42
187,8,1.06,1.28,-0.81,3.53
188,8,0.78,1.10,-0.75,3.61
189,8,0.49,1.02,-0.69,3.95
190,8,0.27,0.94,-1.10,3.21
191,8,1.03,1.30,-0.76,4.11
192,8,0.81,1.22,-0.80,3.46
193,8,0.51,1.00,-0.71,3.05
194,8,0.41,1.12,-0.68,3.48
195,8,0.23,1.13,-1.10,2.97
196,8,0.05,0.91,-1.05,2.99
197,8,0.48,1.32,-0.94,3.38
198,8,0.58,1.28,-0.84,3.12
199,8,0.36,0.89,-1.08,2.45
200,8,0.24,0.82,-0.80,2.15
201,8,0.49,0.99,-0.81,2.55
202,8,0.07,0.44,-0.74,1.12
203,8,0.38,0.81,-0.75,2.40
204,8,0.33,0.95,-0.85,2.77
205,8,0.44,1.10,-0.97,2.82
206,8,0.50,1.10,-0.98,3.08
207,8,0.90,1.81,-0.91,4.29
208,8,1.17,1.76,-0.75,4.16
209,8,1.06,1.71,-0.73,4.12
210,8,1.04,1.67,-0.75,4.03
211,8,1.09,1.43,-0.71,3.92
212,8,0.98,1.10,-0.58,3.56
213,8,1.53,1.64,-0.46,4.21
214,8,1.61,1.85,-0.68,4.28
215,8,1.21,1.62,-0.67,3.71
216,8,0.90,1.29,-0.69,3.06
217,8,0.85,1.34,-0.60,3.46
218,8,0.83,1.44,-0.61,4.02
219,8,0.60,1.26,-0.82,3.36
220,8,0.31,1.00,-0.84,2.72
221,8,0.15,0.74,-0.92,2.52
222,8,0.35,0.87,-0.87,2.38
223,8,0.15,0.59,-0.93,1.58
224,8,-0.05,0.56,-1.11,1.22
225,8,-0.09,0.57,-1.14,1.42
226,8,0.41,0.89,-1.02,2.76
227,8,0.56,0.92,-0.99,2.02
228,8,0.73,1.09,-0.99,2.54
229,8,0.82,1.41,-1.07,3.20
230,8,0.83,1.22,-0.84,2.97
231,8,0.63,1.00,-0.90,2.86
232,8,1.10,1.23,-0.87,3.49
233,8,0.95,1.54,-0.95,3.57
234,8,0.51,1.13,-0.85,2.80
235,8,0.01,0.67,-0.90,1.37
236,8,0.07,0.77,-0.96,1.79
237,8,0.54,1.30,-1.05,3.18
238,8,0.53,0.99,-0.67,2.29
239,8,0.43,1.04,-0.69,2.45
240,8,0.37,0.83,-0.74,1.86
241,8,0.60,0.84,-0.64,1.80
242,8,0.92,0.85,-0.54,2.23
243,8,0.82,0.73,-0.75,2.27
244,8,0.72,0.64,-0.63,2.18
245,8,0.33,0.53,-0.75,1.36
246,8,0.08,0.57,-1.01,1.07
247,8,0.20,0.64,-0.97,1.45
248,8,-0.30,0.48,-1.15,0.82
249,8,0.06,0.68,-0.84,1.77
250,8,0.22,0.73,-0.71,1.92
251,8,0.14,0.66,-0.81,1.87
252,8,0.38,0.97,-0.77,2.99
253,8,0.16,0.71,-0.90,2.43
254,8,0.35,0.76,-0.97,2.10
255,8,0.24,0.58,-0.75,1.55
256,8,0.45,0.91,-0.66,2.17
257,8,0.88,1.34,-0.75,3.02
258,8,0.81,1.16,-0.69,2.79
259,8,0.63,1.11,-0.67,2.78
260,8,0.78,1.17,-0.53,2.82
261,8,0.77,1.02,-0.35,2.90
262,8,0.55,0.78,-0.44,2.33
263,8,0.64,0.86,-0.42,2.28
264,8,0.15,0.63,-0.64,1.59
265,8,-0.16,0.46,-0.88,0.93
266,8,-0.20,0.41,-0.90,0.76
267,8,0.06,0.49,-0.79,1.32
268,8,-0.04,0.48,-0.88,0.98
269,8,-0.02,0.48,-0.96,0.99
270,8,-0.01,0.47,-0.99,0.95
271,8,0.03,0.53,-0.90,1.13
272,8,0.27,0.53,-0.61,1.32
273,8,0.53,0.66,-0.36,2.08
274,8,0.50,0.75,-0.60,2.31
275,8,0.55,0.79,-0.69,2.02
276,8,0.72,0.73,-0.51,2.13
277,8,0.53,0.72,-0.70,2.04
278,8,0.37,0.77,-0.96,1.50
279,8,0.21,0.80,-1.10,1.53
280,8,0.09,0.62,-1.13,1.19
281,8,0.14,0.75,-1.15,1.49
282,8,0.18,0.74,-0.94,1.45
283,8,0.44,0.87,-1.03,1.95
284,8,0.61,1.07,-1.01,2.49
285,8,0.56,0.91,-0.84,2.21
286,8,0.89,0.82,-0.55,2.35
287,8,0.71,0.83,-0.63,2.16
288,8,0.68,0.91,-0.79,2.38
289,8,0.43,0.98,-0.97,2.35
290,8,0.48,1.16,-1.05,2.68
291,8,0.38,1.16,-1.09,2.84
292,8,0.29,1.05,-1.09,2.75
293,8,0.06,0.81,-1.21,2.27
294,8,-0.11,0.73,-1.19,2.13
295,8,0.36,0.93,-0.93,2.38
296,8,0.40,0.87,-0.84,2.26
297,8,0.69,1.15,-0.71,2.93
298,8,0.76,1.43,-0.87,3.20
299,8,0.71,1.29,-1.00,3.09
300,8,0.92,1.49,-1.12,3.49
301,8,0.60,1.44,-1.26,3.30
302,8,0.88,1.47,-1.17,3.45
303,8,0.97,1.52,-1.25,3.39
304,8,0.36,1.16,-1.29,2.80
305,8,0.29,1.21,-1.19,2.83
306,8,0.53,1.24,-1.05,3.27
307,8,0.48,1.14,-1.01,3.30
308,8,0.73,1.15,-0.94,3.44
309,8,0.59,1.15,-1.19,2.97
310,8,0.42,0.94,-1.24,2.33
311,8,0.14,0.93,-1.40,2.13
312,8,0.47,0.89,-1.34,2.08
313,8,0.78,1.04,-1.20,2.94
314,8,0.29,1.00,-1.43,2.23
315,8,0.42,1.27,-1.51,2.68
316,8,0.65,1.26,-1.05,2.89
317,8,0.99,1.42,-0.82,3.24
318,8,1.00,1.34,-0.78,3.18
319,8,1.17,1.43,-0.62,3.49
320,8,0.65,1.11,-0.72,2.97
321,8,0.75,1.03,-0.62,2.88
322,8,0.69,1.18,-0.87,3.05
323,8,0.99,1.14,-0.55,3.34
324,8,1.45,1.35,-0.21,3.73
325,8,1.33,1.39,-0.30,3.43
326,8,1.11,1.56,-0.81,3.39
327,8,0.65,1.37,-1.09,3.03
328,8,0.38,1.10,-1.01,2.65
329,8,0.44,1.00,-0.87,2.39
330,8,0.20,0.87,-0.98,2.15
331,8,0.34,1.02,-0.87,2.66
332,8,-0.04,0.53,-0.92,1.16
333,8,-0.15,0.37,-0.84,0.64
334,8,-0.30,0.38,-0.89,0.48
335,8,0.00,0.73,-0.84,1.95
336,8,0.01,0.80,-0.93,2.13
337,8,0.34,1.16,-0.98,3.09
338,8,0.40,1.19,-0.96,3.07
339,8,0.43,1.22,-1.04,2.95
340,8,-0.01,0.81,-1.05,2.35
341,8,-0.34,0.56,-1.14,1.78
342,8,-0.47,0.35,-1.16,0.56
343,8,-0.32,0.46,-1.13,0.81
344,8,-0.07,0.80,-1.21,2.01
345,8,-0.16,0.72,-1.20,1.28
346,8,-0.19,0.71,-1.26,1.40
347,8,-0.41,0.56,-1.31,0.89
348,8,-0.04,0.75,-1.25,1.63
349,8,0.50,1.22,-1.22,2.98
350,8,0.02,0.68,-1.05,1.51
351,8,0.26,0.72,-0.93,1.78
352,8,-0.02,0.86,-1.30,2.09
353,8,0.32,1.05,-0.81,2.76
354,8,0.15,1.13,-1.15,2.67
355,8,-0.01,0.90,-1.24,2.34
356,8,0.30,1.29,-1.10,2.93
357,8,0.01,1.15,-1.31,2.75
358,8,0.20,1.28,-1.17,3.07
359,8,0.03,0.85,-1.06,2.54
360,8,-0.03,0.55,-0.93,1.37
361,8,0.03,0.85,-1.13,2.42
362,8,0.20,0.98,-1.07,2.55
363,8,0.12,0.92,-0.94,2.59
364,8,-0.29,0.49,-1.03,0.93
365,8,-0.18,0.56,-1.15,1.45
366,8,-0.10,0.43,-1.03,0.63
367,8,-0.05,0.45,-0.97,1.01
368,8,0.05,0.57,-0.89,1.47
369,8,0.00,0.51,-0.82,1.10
370,8,0.02,0.76,-1.29,2.38
371,8,-0.15,0.54,-1.28,0.85
372,8,0.28,0.91,-1.04,2.29
373,8,0.32,0.74,-0.92,1.80
374,8,0.28,0.64,-0.89,1.53
375,8,0.21,0.68,-0.91,1.62
376,8,0.23,0.72,-0.96,1.72
377,8,0.34,0.94,-1.08,2.97
378,8,0.05,0.75,-1.18,2.13
379,8,-0.17,0.63,-1.19,1.18
380,8,-0.03,0.72,-1.08,1.59
381,8,0.08,0.76,-1.05,1.98
382,8,0.74,1.38,-0.89,3.95
383,8,0.53,1.19,-0.72,3.44
384,8,0.22,1.10,-0.88,3.38
385,8,-0.07,0.80,-1.07,2.11
386,8,-0.04,0.82,-1.07,1.89
387,8,0.15,0.93,-0.94,2.05
388,8,0.04,0.84,-1.07,2.00
389,8,0.22,1.11,-1.09,3.04
390,8,0.34,1.09,-1.19,3.16
391,8,1.99,0.58,0.82,3.32
392,8,2.00,0.53,0.99,3.11
393,8,1.76,0.45,0.43,2.95
394,8,1.84,0.70,0.65,3.19
395,8,1.79,0.84,0.07,3.29
396,8,1.89,0.85,0.22,3.36
397,8,1.58,0.79,0.19,3.14
398,8,0.67,0.61,-0.58,2.49
399,8,1.33,0.88,-0.28,3.46
400,8,1.45,0.80,-0.28,3.34
401,8,1.42,0.85,-0.56,3.29
402,8,1.77,1.02,-0.52,3.68
403,8,2.01,0.98,-0.61,3.63
404,8,2.15,1.04,-0.63,3.70
405,8,2.11,1.21,-0.75,3.58
406,8,1.75,1.23,-0.73,3.55
407,8,1.14,1.38,-0.96,3.16
408,8,1.45,1.29,-0.85,3.31
409,8,1.24,1.06,-0.84,3.11
410,8,1.44,0.95,-0.45,2.90
411,8,1.54,1.07,-0.44,3.10
412,8,1.50,1.29,-0.57,3.40
413,8,1.52,1.22,-0.56,3.38
414,8,1.37,1.37,-0.72,3.40
415,8,1.37,1.42,-0.68,3.45
416,8,1.22,1.43,-0.77,3.43
417,8,1.21,1.36,-0.76,3.18
418,8,0.88,1.20,-0.80,2.91
419,8,0.73,1.10,-0.81,2.68
420,8,1.17,1.37,-0.74,3.38
421,8,0.97,1.22,-0.76,2.93
422,8,1.26,1.21,-0.54,3.40
423,8,1.60,0.97,-0.54,3.34
424,8,1.78,0.81,-0.10,3.37
425,8,1.93,1.20,-0.26,3.54
426,8,1.01,1.26,-0.69,3.31
427,8,0.87,1.03,-0.88,2.81
428,8,0.93,0.97,-0.70,2.81
429,8,1.29,0.94,-0.47,3.02
430,8,0.84,0.98,-0.62,2.71
431,8,0.61,1.02,-0.81,2.53
432,8,0.88,1.26,-0.87,3.08
433,8,1.00,1.17,-0.79,3.15
434,8,1.16,1.33,-0.80,3.29
435,8,1.43,1.39,-0.73,3.60
436,8,1.43,1.51,-0.94,3.65
437,8,1.33,1.54,-1.03,3.64
438,8,1.50,1.58,-1.00,3.79
439,8,0.71,0.94,-1.01,3.04
440,8,0.72,0.93,-1.00,3.00
441,8,1.22,1.03,-0.74,3.19
442,8,1.21,1.04,-0.86,3.13
443,8,1.01,0.95,-0.85,2.93
444,8,1.03,1.34,-1.01,3.19
445,8,1.16,1.25,-0.94,3.43
446,8,1.37,1.32,-0.89,3.55
447,8,1.16,1.42,-0.77,3.87
448,8,0.87,1.31,-0.79,3.70
449,8,0.43,0.97,-0.91,2.50
450,8,0.26,0.90,-0.94,2.55
451,8,0.39,1.19,-0.96,3.29
452,8,0.35,1.12,-1.00,3.35
453,8,0.44,1.18,-1.01,3.77
454,8,0.81,1.42,-1.04,3.90
455,8,0.39,1.09,-1.15,3.13
456,8,0.18,1.05,-1.32,2.42
457,8,0.37,1.39,-1.31,3.71
458,8,0.26,1.38,-1.31,3.58
459,8,0.64,1.45,-1.35,3.61
460,8,0.59,1.42,-1.55,3.30
461,8,0.59,1.21,-1.39,2.98
462,8,0.96,1.18,-0.88,3.24
463,8,1.17,1.28,-0.82,3.50
464,8,1.02,1.18,-0.78,3.32
465,8,1.20,0.86,-0.63,3.02
466,8,0.84,0.80,-0.77,2.24
467,8,0.87,0.90,-0.96,2.32
468,8,1.12,1.08,-1.02,2.78
469,8,1.13,1.07,-1.04,3.22
470,8,1.08,1.09,-1.22,3.05
471,8,0.81,1.37,-1.41,3.13
472,8,0.75,1.49,-1.35,3.27
473,8,1.23,1.49,-1.15,3.66
474,8,1.13,1.64,-1.19,3.59
475,8,1.05,1.59,-1.27,3.78
476,8,0.43,0.75,-0.45,2.49
477,8,0.33,0.62,-0.70,2.03
478,8,0.21,0.88,-1.02,2.84
479,8,0.21,0.80,-0.96,2.80
480,8,0.23,0.74,-1.00,2.38
481,8,0.42,0.97,-1.09,3.24
482,8,0.22,0.79,-1.10,2.54
483,8,0.07,0.62,-1.08,1.69
484,8,-0.08,0.52,-1.06,1.07
485,8,0.09,0.59,-0.97,1.54
486,8,0.55,0.80,-1.03,2.29
487,8,0.68,0.80,-0.95,2.21
488,8,0.49,0.68,-0.92,1.65
489,8,0.84,0.72,-0.90,2.40
490,8,1.29,1.05,-0.77,3.41
491,8,0.84,0.74,-0.75,2.72
492,8,0.32,0.46,-0.91,1.27
493,8,0.82,0.65,-0.76,2.28
494,8,0.79,0.71,-0.67,2.29
495,8,0.32,0.48,-0.91,1.16
496,8,0.37,0.45,-0.85,1.03
497,8,0.29,0.52,-0.96,1.15
498,8,0.33,0.57,-0.94,1.50
499,8,0.51,0.86,-0.93,2.78
500,8,0.95,1.22,-0.82,3.56
0,9,0.07,0.89,-1.04,2.02
1,9,-0.04,0.91,-0.92,2.75
2,9,0.00,1.02,-0.91,3.01
3,9,-0.32,0.60,-0.95,2.42
4,9,-0.37,0.41,-1.01,1.40
5,9,-0.65,0.26,-1.18,0.25
6,9,-0.58,0.37,-1.28,0.99
7,9,-0.36,0.59,-1.24,1.50
8,9,-0.36,0.64,-1.14,1.87
9,9,-0.34,0.62,-1.21,1.61
10,9,-0.29,0.57,-1.09,1.32
11,9,-0.05,0.69,-0.98,1.39
12,9,-0.33,0.55,-1.14,1.27
13,9,-0.38,0.37,-1.06,0.61
14,9,-0.46,0.36,-1.22,0.19
15,9,-0.28,0.53,-1.16,1.08
16,9,-0.23,0.66,-1.24,1.12
17,9,-0.17,0.53,-0.97,0.79
18,9,-0.15,0.44,-0.95,0.55
19,9,0.18,0.49,-0.79,0.97
20,9,-0.10,0.47,-0.89,0.86
21,9,-0.03,0.46,-0.77,1.23
22,9,-0.21,0.29,-0.75,0.35
23,9,-0.16,0.23,-0.62,0.38
24,9,0.02,0.36,-0.67,0.76
25,9,0.37,0.51,-0.63,1.49
26,9,0.02,0.47,-0.78,1.27
27,9,0.04,0.56,-0.81,1.44
28,9,0.01,0.50,-0.81,1.64
29,9,0.22,0.48,-0.49,1.53
30,9,0.35,0.52,-0.53,1.59
31,9,0.17,0.58,-0.80,1.74
32,9,0.51,0.82,-0.70,2.47
33,9,0.47,1.04,-0.71,3.01
34,9,-0.36,0.42,-0.99,1.31
35,9,-0.66,0.23,-1.22,0.03
36,9,-0.47,0.44,-1.12,1.15
37,9,-0.57,0.31,-1.16,0.45
38,9,-0.61,0.33,-1.26,-0.07
39,9,-0.51,0.30,-1.19,0.16
40,9,-0.42,0.37,-1.19,0.60
41,9,-0.27,0.52,-1.23,1.22
42,9,-0.26,0.51,-1.15,1.35
43,9,-0.06,0.67,-1.03,2.01
44,9,0.09,0.83,-1.00,2.51
45,9,0.26,0.97,-0.82,2.66
46,9,0.56,1.04,-0.72,2.82
47,9,0.60,0.93,-0.69,2.80
48,9,0.63,0.85,-0.59,2.95
49,9,1.03,0.86,-0.44,2.93
50,9,1.37,0.89,-0.26,2.87
51,9,1.31,0.90,-0.52,2.79
52,9,1.43,0.91,-0.48,2.85
53,9,1.40,1.03,-0.62,2.80
54,9,1.09,1.02,-0.79,2.62
55,9,0.98,1.05,-0.93,2.47
56,9,1.43,0.85,-0.54,2.59
57,9,1.47,0.78,-0.29,2.58
58,9,1.25,0.72,-0.29,2.52
59,9,1.14,0.74,-0.28,2.34
60,9,1.00,0.63,-0.05,2.17
61,9,1.36,0.70,0.28,2.46
62,9,1.19,0.87,-0.19,2.47
63,9,0.96,0.83,-0.43,2.38
64,9,0.97,0.86,-0.58,2.39
65,9,1.06,0.82,-0.30,2.49
66,9,0.64,0.92,-0.82,2.21
67,9,0.51,0.93,-0.89,2.20
68,9,0.42,0.91,-0.91,2.26
69,9,0.37,0.77,-0.86,1.90
70,9,0.12,0.61,-0.88,1.36
71,9,0.06,0.51,-1.02,0.95
72,9,-0.32,0.60,-1.27,1.00
73,9,-0.45,0.64,-1.42,0.97
74,9,-0.17,0.74,-1.24,1.65
75,9,-0.33,0.49,-1.16,0.98
76,9,-0.21,0.68,-1.12,1.52
77,9,0.00,0.78,-1.00,1.76
78,9,0.06,0.74,-1.08,1.61
79,9,0.34,0.90,-1.00,1.75
80,9,0.15,0.80,-1.21,1.40
81,9,0.25,0.80,-1.20,1.54
82,9,0.54,0.91,-1.07,2.06
83,9,0.27,0.86,-1.06,1.61
84,9,0.38,0.74,-0.95,1.94
85,9,0.34,0.87,-1.23,2.13
86,9,0.25,0.85,-1.31,1.75
87,9,0.20,0.81,-1.16,1.69
88,9,0.19,0.81,-1.26,2.23
89,9,-0.06,0.80,-1.46,2.23
90,9,-0.11,0.72,-1.35,1.39
91,9,-0.22,0.59,-1.32,0.86
92,9,-0.26,0.46,-1.18,0.74
93,9,-0.15,0.57,-1.25,0.94
94,9,0.78,0.96,-0.34,2.90
95,9,0.66,0.81,-0.30,3.08
96,9,0.96,0.95,-0.48,3.09
97,9,1.15,1.33,-0.53,3.53
98,9,1.34,1.63,-0.47,3.92
99,9,1.27,1.59,-0.38,3.80
100,9,1.37,1.72,-0.49,3.88
101,9,1.47,1.63,-0.56,3.79
102,9,1.30,1.50,-0.69,3.54
103,9,0.66,1.14,-0.87,2.61
104,9,1.13,1.38,-0.86,3.20
105,9,0.95,1.33,-0.95,3.22
106,9,1.04,1.40,-0.75,3.22
107,9,1.23,1.53,-0.59,3.37
108,9,0.52,1.29,-0.93,3.15
109,9,0.12,1.16,-1.08,3.21
110,9,0.23,0.89,-0.86,2.67
111,9,0.25,0.91,-0.88,2.86
112,9,0.37,1.29,-0.90,3.49
113,9,0.49,1.35,-1.04,3.64
114,9,0.86,1.41,-1.01,3.34
115,9,1.07,1.31,-0.59,3.87
116,9,1.03,1.27,-1.05,3.52
117,9,1.25,1.36,-0.33,3.71
118,9,1.29,1.35,-0.64,3.75
119,9,1.15,1.64,-0.80,3.72
